date,002594.SZ,128062.SZ,159820.SZ,159949.SZ,512690.SH,113017.SH,002340.SZ,600059.SH
2011-01-01,,,,,,,,
2011-01-02,,,,,,,,
2011-01-03,,,,,,,,
2011-01-04,,,,,,,83.36006985,101.56458163
2011-01-05,,,,,,,84.41757426,100.02015279999999
2011-01-06,,,,,,,84.48285230999998,98.32863550999998
2011-01-07,,,,,,,81.93700836,96.85775091
2011-01-08,,,,,,,,
2011-01-09,,,,,,,,
2011-01-10,,,,,,,78.73838391,95.38686631
2011-01-11,,,,,,,79.63922099999999,96.12230861
2011-01-12,,,,,,,78.97338489,95.75458746
2011-01-13,,,,,,,79.05171854999999,98.03445859
2011-01-14,,,,,,,77.028099,95.38686631
2011-01-15,,,,,,,,
2011-01-16,,,,,,,,
2011-01-17,,,,,,,72.66752525999999,91.26838943
2011-01-18,,,,,,,72.1975233,92.22446441999999
2011-01-19,,,,,,,73.3725282,93.4011721
2011-01-20,,,,,,,70.40890473,89.57687213999999
2011-01-21,,,,,,,69.9780696,89.7239606
2011-01-22,,,,,,,,
2011-01-23,,,,,,,,
2011-01-24,,,,,,,65.4086061,87.66472216
2011-01-25,,,,,,,65.26499439,88.17953177
2011-01-26,,,,,,,65.95694172,88.10598754
2011-01-27,,,,,,,67.35389199000001,89.20915099
2011-01-28,,,,,,,66.8447232,89.57687213999999
2011-01-29,,,,,,,,
2011-01-30,,,,,,,,
2011-01-31,,,,,,,67.11889101,91.12130097000001
2011-02-01,,,,,,,66.66194466,90.23877021
2011-02-02,,,,,,,,
2011-02-03,,,,,,,,
2011-02-04,,,,,,,,
2011-02-05,,,,,,,,
2011-02-06,,,,,,,,
2011-02-07,,,,,,,,
2011-02-08,,,,,,,,
2011-02-09,,,,,,,65.73499635,88.62079715
2011-02-10,,,,,,,67.65417101999999,90.97421250999999
2011-02-11,,,,,,,70.22612619,91.93028749999999
2011-02-12,,,,,,,,
2011-02-13,,,,,,,,
2011-02-14,,,,,,,74.87392335,94.35724709
2011-02-15,,,,,,,74.57364432,93.4011721
2011-02-16,,,,,,,74.86086774,95.68104323
2011-02-17,,,,,,,74.48225504999999,94.8720567
2011-02-18,,,,,,,73.2419721,96.04876438
2011-02-19,,,,,,,,
2011-02-20,,,,,,,,
2011-02-21,,,,,,,74.12975358,96.12230861
2011-02-22,,,,,,,73.8947526,92.29800865
2011-02-23,,,,,,,74.416977,92.51864134
2011-02-24,,,,,,,76.44059655,93.62180479
2011-02-25,,,,,,,74.49531066,94.50433555
2011-02-26,,,,,,,,
2011-02-27,,,,,,,,
2011-02-28,,,,,,,74.2864209,94.50433555
2011-03-01,,,,,,,74.6780892,94.72496824
2011-03-02,,,,,,,75.56587068,93.03345095
2011-03-03,,,,,,,72.65446965,91.1948452
2011-03-04,,,,,,,73.26808331999999,91.78319904
2011-03-05,,,,,,,,
2011-03-06,,,,,,,,
2011-03-07,,,,,,,73.69891845000001,93.25408363999999
2011-03-08,,,,,,,74.15586479999999,92.59218557
2011-03-09,,,,,,,74.5475331,94.94560093
2011-03-10,,,,,,,73.60752918,96.71066245
2011-03-11,,,,,,,72.61530282,94.8720567
2011-03-12,,,,,,,,
2011-03-13,,,,,,,,
2011-03-14,,,,,,,71.27057499,93.91598171
2011-03-15,,,,,,,69.83445789,90.60649135999999
2011-03-16,,,,,,,70.91807352,92.00383173
2011-03-17,,,,,,,68.75084226,89.42978368
2011-03-18,,,,,,,69.15556617,89.57687213999999
2011-03-19,,,,,,,,
2011-03-20,,,,,,,,
2011-03-21,,,,,,,69.4558452,89.87104906
2011-03-22,,,,,,,70.36973789999999,91.48902211999999
2011-03-23,,,,,,,70.86585108,92.95990672
2011-03-24,,,,,,,71.04862962,91.85674327
2011-03-25,,,,,,,72.04085598,93.47471633
2011-03-26,,,,,,,,
2011-03-27,,,,,,,,
2011-03-28,,,,,,,71.6752989,92.07737596
2011-03-29,,,,,,,69.16862178,90.09168174999999
2011-03-30,,,,,,,68.16333981,90.31231444
2011-03-31,,,,,,,68.5419525,89.42978368
2011-04-01,,,,,,,68.90750958,90.01813752
2011-04-02,,,,,,,,
2011-04-03,,,,,,,,
2011-04-04,,,,,,,,
2011-04-05,,,,,,,,
2011-04-06,,,,,,,69.35140032,88.76788561
2011-04-07,,,,,,,68.64639738,88.76788561
2011-04-08,,,,,,,69.79529106,89.50332791
2011-04-09,,,,,,,,
2011-04-10,,,,,,,,
2011-04-11,,,,,,,69.11639934,89.06206252999999
2011-04-12,,,,,,,67.7586159,89.79750483000001
2011-04-13,,,,,,,68.0197281,90.82712405
2011-04-14,,,,,,,68.12417298,91.78319904
2011-04-15,,,,,,,68.16333981,91.70965481
2011-04-16,,,,,,,,
2011-04-17,,,,,,,,
2011-04-18,,,,,,,68.16333981,90.09168174999999
2011-04-19,,,,,,,65.5391622,89.06206252999999
2011-04-20,,,,,,,66.12666465,89.7239606
2011-04-21,,,,,,,65.87860806,91.12130097000001
2011-04-22,,,,,,,66.12666465,91.70965481
2011-04-23,,,,,,,,
2011-04-24,,,,,,,,
2011-04-25,,,,,,,65.04304902,92.15092019
2011-04-26,,,,,,,62.928040200000005,89.35623945
2011-04-27,,,,,,,62.7974841,89.06206252999999
2011-04-28,,,,,,,61.361367,86.04674909999999
2011-04-29,,,,,,,60.69553089,86.92927986
2011-04-30,,,,,,,,
2011-05-01,,,,,,,,
2011-05-02,,,,,,,,
2011-05-03,,,,,,,61.6224792,87.95889908000001
2011-05-04,,,,,,,60.53886357,85.01712988
2011-05-05,,,,,,,61.230810899999994,85.53193949
2011-05-06,,,,,,,61.03497675,85.53193949
2011-05-07,,,,,,,,
2011-05-08,,,,,,,,
2011-05-09,,,,,,,62.18387043,86.70864716999999
2011-05-10,,,,,,,62.1447036,86.56155871
2011-05-11,,,,,,,62.209981649999996,86.56155871
2011-05-12,,,,,,,60.56497479,85.16421833999999
2011-05-13,,,,,,,60.186362100000004,83.47270105
2011-05-14,,,,,,,,
2011-05-15,,,,,,,,
2011-05-16,,,,,,,60.72164211,82.81080297999999
2011-05-17,,,,,,,61.191644069999995,83.25206836
2011-05-18,,,,,,,61.283033339999996,84.79649719
2011-05-19,,,,,,,61.283033339999996,85.09067411
2011-05-20,,,,,,,63.136929959999996,83.25206836
2011-05-21,,,,,,,,
2011-05-22,,,,,,,,
2011-05-23,,,,,,,60.59108600999999,80.75156454
2011-05-24,,,,,,,60.32997381,85.53193949
2011-05-25,,,,,,,59.22024696,84.72295295999999
2011-05-26,,,,,,,57.51926418,83.98751066
2011-05-27,,,,,,,56.498676689999996,80.82510877
2011-05-28,,,,,,,,
2011-05-29,,,,,,,,
2011-05-30,,,,,,,53.85561677999999,78.10397225999999
2011-05-31,,,,,,,54.954710999999996,79.57485686
2011-06-01,,,,,,,54.954710999999996,80.53093184999999
2011-06-02,,,,,,,54.954710999999996,79.06004725
2011-06-03,,,,,,,54.954710999999996,79.64840109
2011-06-04,,,,,,,,
2011-06-05,,,,,,,,
2011-06-06,,,,,,,,
2011-06-07,,,,,,,54.954710999999996,80.1632107
2011-06-08,,,,,,,54.954710999999996,79.94257800999999
2011-06-09,,,,,,,60.4501821,77.36852995999999
2011-06-10,,,,,,,58.19965583999999,78.32460495
2011-06-11,,,,,,,,
2011-06-12,,,,,,,,
2011-06-13,,,,,,,56.05380522,78.10397225999999
2011-06-14,,,,,,,56.5248456,78.83941456000001
2011-06-15,,,,,,,54.954710999999996,77.88333956999999
2011-06-16,,,,,,,52.31165108999999,76.19182228
2011-06-17,,,,,,,50.63684085,74.94157037
2011-06-18,,,,,,,,
2011-06-19,,,,,,,,
2011-06-20,,,,,,,50.13963156,72.8087877
2011-06-21,,,,,,,51.31723251,72.8087877
2011-06-22,,,,,,,50.76768539999999,73.47068577
2011-06-23,,,,,,,52.23314436,74.72093767999999
2011-06-24,,,,,,,53.96029242,76.63308766
2011-06-25,,,,,,,,
2011-06-26,,,,,,,,
2011-06-27,,,,,,,53.96029242,77.07435304
2011-06-28,,,,,,,55.68744048,77.66270688
2011-06-29,,,,,,,54.4313328,75.89764536
2011-06-30,25.45,,,,,,55.11172445999999,77.07435304
2011-07-01,28.0,,,,,,55.713609389999995,78.39814918
2011-07-02,,,,,,,,
2011-07-03,,,,,,,,
2011-07-04,30.8,,,,,,58.3566693,81.04574145999999
2011-07-05,33.05,,,,,,59.1417366,81.19282992
2011-07-06,33.4,,,,,,65.05591025999999,81.33991838
2011-07-07,33.59,,,,,,66.75688941,82.07536068
2011-07-08,33.07,,,,,,65.78863974,85.3113068
2011-07-09,,,,,,,,
2011-07-10,,,,,,,,
2011-07-11,32.83,,,,,,65.29143045,88.253076
2011-07-12,31.51,,,,,,64.71571442999999,87.00282408999999
2011-07-13,31.19,,,,,,66.57370704,88.9885183
2011-07-14,30.0,,,,,,66.88773395999999,89.20915099
2011-07-15,29.81,,,,,,69.68780733,88.03244331
2011-07-16,,,,,,,,
2011-07-17,,,,,,,,
2011-07-18,32.04,,,,,,67.59429452999998,90.90066827999999
2011-07-19,30.05,,,,,,65.21292372,88.9885183
2011-07-20,30.4,,,,,,65.99799101999999,89.42978368
2011-07-21,29.16,,,,,,64.3755186,88.32662022999999
2011-07-22,29.4,,,,,,65.08207917,88.76788561
2011-07-23,,,,,,,,
2011-07-24,,,,,,,,
2011-07-25,27.66,,,,,,61.7586276,86.26738179
2011-07-26,28.02,,,,,,62.936228549999996,85.3113068
2011-07-27,29.2,,,,,,64.74188333999999,88.253076
2011-07-28,28.4,,,,,,66.2073423,90.4594029
2011-07-29,28.17,,,,,,64.58486988,90.23877021
2011-07-30,,,,,,,,
2011-07-31,,,,,,,,
2011-08-01,29.11,,,,,,65.02974135,89.20915099
2011-08-02,30.64,,,,,,65.73630192,87.5176337
2011-08-03,30.57,,,,,,66.18117339,91.1948452
2011-08-04,29.93,,,,,,65.21292372,94.1366144
2011-08-05,28.63,,,,,,63.276424379999995,94.1366144
2011-08-06,,,,,,,,
2011-08-07,,,,,,,,
2011-08-08,26.24,,,,,,59.351087879999994,92.15092019
2011-08-09,26.45,,,,,,60.057648449999995,96.26939707
2011-08-10,26.45,,,,,,62.64837054,97.74028166999999
2011-08-11,26.49,,,,,,65.422275,98.91698935
2011-08-12,26.88,,,,,,66.02415993,97.37256052
2011-08-13,,,,,,,,
2011-08-14,,,,,,,,
2011-08-15,28.45,,,,,,67.28026761,98.18154704999999
2011-08-16,27.61,,,,,,66.41669358,97.66673743999999
2011-08-17,27.79,,,,,,66.94007178,96.78420668
2011-08-18,26.8,,,,,,67.75130799,94.72496824
2011-08-19,26.11,,,,,,66.44286249,95.90167591999999
2011-08-20,,,,,,,,
2011-08-21,,,,,,,,
2011-08-22,26.31,,,,,,66.28584903,94.43079132
2011-08-23,26.63,,,,,,66.36435576,95.23977785
2011-08-24,25.74,,,,,,67.28026761,94.72496824
2011-08-25,25.96,,,,,,68.27468619,97.66673743999999
2011-08-26,26.08,,,,,,68.22234836999999,97.59319321
2011-08-27,,,,,,,,
2011-08-28,,,,,,,,
2011-08-29,25.6,,,,,,66.73072049999999,98.47572397
2011-08-30,25.72,,,,,,65.422275,95.09268938999999
2011-08-31,24.78,,,,,,63.5904513,94.65142400999999
2011-09-01,24.1,,,,,,63.82597149,91.93028749999999
2011-09-02,24.07,,,,,,65.02974135,92.07737596
2011-09-03,,,,,,,,
2011-09-04,,,,,,,,
2011-09-05,22.8,,,,,,61.7586276,89.57687213999999
2011-09-06,22.81,,,,,,60.554857739999996,88.69434138
2011-09-07,23.47,,,,,,62.360512529999994,90.75357982
2011-09-08,22.54,,,,,,62.596032720000004,88.9885183
2011-09-09,22.54,,,,,,62.38668144,88.54725291999999
2011-09-10,,,,,,,,
2011-09-11,,,,,,,,
2011-09-12,,,,,,,,
2011-09-13,21.13,,,,,,60.42401319,85.09067411
2011-09-14,21.36,,,,,,61.13057376,85.38485103
2011-09-15,21.04,,,,,,62.33434362,84.5758645
2011-09-16,20.79,,,,,,62.25583689,84.79649719
2011-09-17,,,,,,,,
2011-09-18,,,,,,,,
2011-09-19,19.65,,,,,,61.261418309999996,82.44308183
2011-09-20,20.08,,,,,,63.11941092,82.51662606000001
2011-09-21,20.64,,,,,,66.18117339,85.16421833999999
2011-09-22,19.91,,,,,,62.936228549999996,82.07536068
2011-09-23,19.32,,,,,,62.38668144,81.19282992
2011-09-24,,,,,,,,
2011-09-25,,,,,,,,
2011-09-26,19.2,,,,,,61.7586276,79.28067994
2011-09-27,20.95,,,,,,61.54927632,80.08966647
2011-09-28,20.35,,,,,,61.182911579999995,78.91295879
2011-09-29,19.71,,,,,,57.85946000999999,75.97118959
2011-09-30,19.3,,,,,,58.19965583999999,76.33891074
2011-10-01,,,,,,,,
2011-10-02,,,,,,,,
2011-10-03,,,,,,,,
2011-10-04,,,,,,,,
2011-10-05,,,,,,,,
2011-10-06,,,,,,,,
2011-10-07,,,,,,,,
2011-10-08,,,,,,,,
2011-10-09,,,,,,,,
2011-10-10,18.09,,,,,,58.3566693,78.25106072
2011-10-11,18.03,,,,,,58.19965583999999,77.73625111
2011-10-12,18.6,,,,,,60.00531063,81.6340953
2011-10-13,19.85,,,,,,60.58102664999999,82.88434720999999
2011-10-14,19.6,,,,,,60.00531063,82.95789144
2011-10-15,,,,,,,,
2011-10-16,,,,,,,,
2011-10-17,19.65,,,,,,59.84829717,82.95789144
2011-10-18,18.6,,,,,,57.571602,79.94257800999999
2011-10-19,19.41,,,,,,58.513682759999995,79.64840109
2011-10-20,18.95,,,,,,58.513682759999995,77.88333956999999
2011-10-21,19.41,,,,,,57.78095327999999,77.00080881
2011-10-22,,,,,,,,
2011-10-23,,,,,,,,
2011-10-24,20.79,,,,,,57.70244655,80.38384339
2011-10-25,21.2,,,,,,59.16790551,81.78118375999999
2011-10-26,20.78,,,,,,59.87446607999999,82.14890491
2011-10-27,21.65,,,,,,62.151161249999994,82.51662606000001
2011-10-28,21.74,,,,,,66.39052467,84.28168758
2011-10-29,,,,,,,,
2011-10-30,,,,,,,,
2011-10-31,22.85,,,,,,66.33818685,84.50232027
2011-11-01,25.14,,,,,,68.039166,83.47270105
2011-11-02,25.82,,,,,,70.60371918,88.03244331
2011-11-03,25.34,,,,,,68.19617946,88.10598754
2011-11-04,25.04,,,,,,69.3476115,88.84142984
2011-11-05,,,,,,,,
2011-11-06,,,,,,,,
2011-11-07,24.36,,,,,,69.76631406,87.73826638999999
2011-11-08,24.36,,,,,,67.30643651999999,85.97320486999999
2011-11-09,24.42,,,,,,68.43169965,93.47471633
2011-11-10,23.8,,,,,,69.6093006,93.62180479
2011-11-11,23.3,,,,,,67.96065927,92.81281825999999
2011-11-12,,,,,,,,
2011-11-13,,,,,,,,
2011-11-14,25.63,,,,,,69.71397624,94.65142400999999
2011-11-15,27.5,,,,,,73.22061018,94.06307016999999
2011-11-16,26.43,,,,,,71.04859065,91.12130097000001
2011-11-17,26.54,,,,,,71.4411243,90.75357982
2011-11-18,25.12,,,,,,68.01299709,94.79851247
2011-11-19,,,,,,,,
2011-11-20,,,,,,,,
2011-11-21,25.45,,,,,,66.46903139999999,92.95990672
2011-11-22,25.4,,,,,,67.2540987,93.98952594
2011-11-23,25.01,,,,,,65.9456532,95.75458746
2011-11-24,25.3,,,,,,66.78305832,94.06307016999999
2011-11-25,24.5,,,,,,66.70455159,92.37155288
2011-11-26,,,,,,,,
2011-11-27,,,,,,,,
2011-11-28,24.61,,,,,,67.35877434,93.54826056
2011-11-29,24.99,,,,,,67.72513907999999,92.6657298
2011-11-30,23.35,,,,,,65.57928845999999,87.95889908000001
2011-12-01,23.9,,,,,,69.21676695,88.76788561
2011-12-02,23.3,,,,,,68.06533491,89.28269522
2011-12-03,,,,,,,,
2011-12-04,,,,,,,,
2011-12-05,22.03,,,,,,64.19233623,87.22345677999999
2011-12-06,22.28,,,,,,64.50636315,85.97320486999999
2011-12-07,22.53,,,,,,63.51194457,88.253076
2011-12-08,22.91,,,,,,64.3755186,89.7239606
2011-12-09,22.6,,,,,,64.3755186,85.60548372
2011-12-10,,,,,,,,
2011-12-11,,,,,,,,
2011-12-12,23.04,,,,,,60.973560299999995,81.6340953
2011-12-13,22.05,,,,,,58.90621641,82.81080297999999
2011-12-14,21.66,,,,,,57.545433089999996,80.97219722999999
2011-12-15,20.55,,,,,,57.23140617,81.41346261
2011-12-16,21.45,,,,,,60.214661910000004,84.13459911999999
2011-12-17,,,,,,,,
2011-12-18,,,,,,,,
2011-12-19,22.86,,,,,,60.188492999999994,85.38485103
2011-12-20,22.59,,,,,,57.41458854,83.8404222
2011-12-21,21.21,,,,,,54.169643699999995,81.26637415
2011-12-22,21.95,,,,,,52.78269147,79.94257800999999
2011-12-23,21.94,,,,,,52.52100237,80.38384339
2011-12-24,,,,,,,,
2011-12-25,,,,,,,,
2011-12-26,22.15,,,,,,53.01821166,79.50131263
2011-12-27,21.72,,,,,,50.5059963,76.41245497
2011-12-28,21.84,,,,,,49.45923989999999,74.86802614
2011-12-29,22.25,,,,,,49.66859118,75.60346843999999
2011-12-30,22.8,,,,,,51.029374499999996,77.2214415
2011-12-31,,,,,,,,
2012-01-01,,,,,,,,
2012-01-02,,,,,,,,
2012-01-03,,,,,,,,
2012-01-04,22.43,,,,,,50.244307199999994,74.13258384
2012-01-05,21.53,,,,,,49.145212980000004,70.45537234
2012-01-06,21.88,,,,,,49.85177355,71.41144733
2012-01-07,,,,,,,,
2012-01-08,,,,,,,,
2012-01-09,22.81,,,,,,51.76210398,74.13258384
2012-01-10,23.75,,,,,,54.169643699999995,76.92726458
2012-01-11,24.35,,,,,,54.117305879999996,76.04473381999999
2012-01-12,24.4,,,,,,54.27431933999999,75.7505569
2012-01-13,23.87,,,,,,51.10788123,73.32359731
2012-01-14,,,,,,,,
2012-01-15,,,,,,,,
2012-01-16,23.55,,,,,,48.09845658,70.38182811
2012-01-17,25.3,,,,,,52.285482179999995,74.50030499
2012-01-18,24.67,,,,,,50.5059963,72.36752231999999
2012-01-19,24.22,,,,,,51.26489469,73.39714154
2012-01-20,24.32,,,,,,52.12846872,75.60346843999999
2012-01-21,,,,,,,,
2012-01-22,,,,,,,,
2012-01-23,,,,,,,,
2012-01-24,,,,,,,,
2012-01-25,,,,,,,,
2012-01-26,,,,,,,,
2012-01-27,,,,,,,,
2012-01-28,,,,,,,,
2012-01-29,,,,,,,,
2012-01-30,24.25,,,,,,51.16021905,75.89764536
2012-01-31,23.75,,,,,,49.74709791,75.67701267
2012-02-01,23.48,,,,,,49.87794245999999,74.2796723
2012-02-02,24.09,,,,,,50.82002322,74.94157037
2012-02-03,24.3,,,,,,52.206975449999995,75.7505569
2012-02-04,,,,,,,,
2012-02-05,,,,,,,,
2012-02-06,24.03,,,,,,52.78269147,76.04473381999999
2012-02-07,24.81,,,,,,51.919117439999994,74.05903961
2012-02-08,26.58,,,,,,54.14347479,76.26536650999999
2012-02-09,26.22,,,,,,53.881785689999994,77.58916265
2012-02-10,25.96,,,,,,53.829447869999996,77.29498573
2012-02-11,,,,,,,,
2012-02-12,,,,,,,,
2012-02-13,26.0,,,,,,54.74535972,78.83941456000001
2012-02-14,26.06,,,,,,54.09113697,78.61878186999999
2012-02-15,26.29,,,,,,54.71919081,78.69232609999999
2012-02-16,25.97,,,,,,54.35282607,78.69232609999999
2012-02-17,26.09,,,,,,54.954710999999996,77.9568838
2012-02-18,,,,,,,,
